age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y (yes or no)  ,probability of yes (or score)
28,technician,single,university.degree,no,no,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,,
33,management,married,university.degree,no,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,,
31,entrepreneur,divorced,high.school,no,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,,
57,blue-collar,married,professional.course,unknown,unknown,unknown,telephone,may,tue,5,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,,
59,entrepreneur,married,university.degree,no,no,no,telephone,jun,fri,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,,
42,technician,single,high.school,no,no,no,telephone,may,tue,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,,
60,admin.,divorced,high.school,no,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,,
33,admin.,married,university.degree,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,,
47,technician,married,basic.9y,no,no,no,telephone,may,fri,5,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,,
29,services,single,high.school,no,yes,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,,
46,admin.,married,university.degree,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,,
44,blue-collar,married,basic.4y,no,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,,
59,blue-collar,married,basic.4y,unknown,no,no,cellular,aug,wed,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,,
48,services,married,high.school,no,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,,
36,blue-collar,divorced,basic.6y,no,yes,no,cellular,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,,
38,technician,married,professional.course,no,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,,
32,admin.,single,high.school,no,yes,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,,
37,entrepreneur,divorced,high.school,no,yes,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,,
41,admin.,married,university.degree,no,no,no,cellular,jun,mon,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,,
53,admin.,married,high.school,no,no,yes,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,,
34,management,married,university.degree,no,no,no,telephone,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42,4.223,5195.8,,
27,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,,
47,technician,married,professional.course,no,no,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,,
27,blue-collar,single,professional.course,no,yes,no,telephone,oct,mon,1,999,0,nonexistent,-0.1,93.798,-40.4,4.912,5195.8,,
23,management,single,university.degree,no,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,,
31,services,married,high.school,no,unknown,unknown,cellular,may,thu,2,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,,
50,blue-collar,married,basic.4y,unknown,no,no,telephone,may,thu,16,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,,
37,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,fri,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,,
33,admin.,married,university.degree,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,,
56,housemaid,married,high.school,no,no,no,cellular,may,mon,8,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,,
35,technician,married,university.degree,no,no,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,,
50,services,married,high.school,no,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,,
38,admin.,single,university.degree,no,yes,yes,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,,
72,housemaid,married,basic.6y,unknown,yes,no,cellular,aug,fri,1,999,0,nonexistent,-1.7,94.027,-38.3,0.905,4991.6,,
33,services,single,basic.6y,no,yes,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,,
40,services,single,high.school,no,no,no,telephone,jun,tue,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,,
37,technician,married,professional.course,no,no,no,telephone,may,tue,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,,
59,retired,married,professional.course,no,no,no,telephone,dec,tue,1,999,1,failure,-3,92.713,-33,0.715,5023.5,,
49,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,,
35,blue-collar,married,university.degree,no,unknown,unknown,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,,
49,admin.,married,high.school,no,no,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,,
34,housemaid,married,university.degree,no,no,no,cellular,aug,thu,3,4,1,success,-2.9,92.201,-31.4,0.873,5076.2,,
49,services,divorced,basic.9y,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,,
48,admin.,married,high.school,no,no,no,cellular,oct,thu,1,999,0,nonexistent,-3.4,92.431,-26.9,0.741,5017.5,,
48,services,married,high.school,no,yes,yes,cellular,jul,mon,7,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,,
34,technician,married,basic.9y,no,yes,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,,
49,admin.,married,high.school,no,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,,
43,admin.,married,high.school,no,no,yes,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,,
45,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,,
31,unemployed,single,university.degree,no,no,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,,
31,blue-collar,single,high.school,no,yes,no,cellular,may,fri,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,,
59,retired,married,professional.course,unknown,yes,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,,
31,blue-collar,single,basic.4y,no,yes,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,,
30,technician,divorced,high.school,no,no,no,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,,
32,technician,single,high.school,no,no,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,,
43,admin.,married,high.school,no,yes,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,,
64,retired,married,professional.course,no,no,no,cellular,aug,tue,1,999,0,nonexistent,-1.7,94.027,-38.3,0.899,4991.6,,
48,technician,married,basic.9y,no,no,no,cellular,jul,thu,5,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,,
55,blue-collar,married,illiterate,no,no,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,,
38,student,single,unknown,unknown,no,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,,
29,services,single,high.school,no,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,,
28,admin.,married,high.school,no,no,no,telephone,jun,wed,4,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,,
53,admin.,married,university.degree,unknown,no,yes,cellular,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,,
33,housemaid,married,basic.4y,no,unknown,unknown,telephone,may,tue,8,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,,
36,services,married,university.degree,no,yes,no,cellular,nov,wed,3,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,,
36,blue-collar,married,basic.6y,no,yes,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,,
31,blue-collar,single,basic.4y,unknown,yes,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,,
30,services,single,high.school,no,yes,no,cellular,jul,thu,10,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,,
48,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,,
52,retired,divorced,basic.4y,no,yes,yes,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,,
45,technician,unknown,basic.6y,no,no,no,cellular,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,,
35,blue-collar,married,high.school,no,yes,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,,
39,retired,divorced,basic.4y,no,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,,
32,technician,single,professional.course,no,no,no,cellular,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,,
57,self-employed,married,unknown,unknown,no,yes,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,,
55,admin.,married,high.school,unknown,yes,no,cellular,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,,
46,blue-collar,married,basic.9y,no,no,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,,
34,blue-collar,single,high.school,no,yes,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,,
33,admin.,single,basic.9y,no,no,no,cellular,may,wed,4,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,,
33,blue-collar,married,basic.9y,no,yes,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,,
59,retired,married,university.degree,no,yes,no,cellular,jul,mon,7,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,,
31,self-employed,married,university.degree,no,no,no,cellular,aug,tue,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,,
34,technician,married,professional.course,no,yes,no,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,,
33,admin.,married,university.degree,no,yes,no,cellular,aug,thu,1,3,3,success,-1.7,94.027,-38.3,0.899,4991.6,,
29,blue-collar,married,basic.4y,no,yes,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,,
26,student,single,university.degree,no,no,no,cellular,nov,fri,1,7,1,success,-3.4,92.649,-30.1,0.714,5017.5,,
45,management,single,basic.9y,no,yes,no,cellular,nov,thu,3,999,1,failure,-0.1,93.2,-42,4.076,5195.8,,
37,blue-collar,married,professional.course,no,no,no,telephone,jun,thu,7,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,,
40,technician,married,basic.9y,unknown,no,yes,telephone,may,thu,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,,
44,admin.,single,professional.course,unknown,yes,no,cellular,may,tue,4,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,,
56,management,married,university.degree,no,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,,
42,admin.,single,university.degree,no,yes,no,telephone,may,fri,15,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,,
31,blue-collar,married,basic.9y,no,yes,yes,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,,
32,blue-collar,married,basic.9y,no,no,no,cellular,apr,wed,2,999,1,failure,-1.8,93.075,-47.1,1.498,5099.1,,
44,technician,divorced,professional.course,no,no,yes,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,,
33,blue-collar,married,basic.9y,no,yes,yes,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,,
44,self-employed,divorced,professional.course,no,yes,no,cellular,may,thu,2,999,2,failure,-1.8,92.893,-46.2,1.327,5099.1,,
47,management,married,basic.9y,unknown,unknown,unknown,telephone,jun,thu,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,,
28,technician,single,professional.course,no,yes,no,telephone,mar,tue,2,999,0,nonexistent,-1.8,92.843,-50,1.556,5099.1,,
34,technician,married,professional.course,no,yes,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,,
47,entrepreneur,married,professional.course,unknown,unknown,unknown,telephone,jun,thu,3,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,,
56,entrepreneur,divorced,university.degree,no,no,yes,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,,
37,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,,
29,admin.,single,university.degree,no,no,no,telephone,jun,mon,10,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,,
26,services,single,high.school,unknown,yes,no,cellular,jul,fri,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,,
41,technician,married,university.degree,no,yes,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,,
23,admin.,single,professional.course,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,,
57,management,divorced,professional.course,no,yes,no,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,,
38,management,single,university.degree,no,yes,yes,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,,
47,blue-collar,married,high.school,no,yes,no,cellular,may,fri,2,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,,
30,services,married,university.degree,no,no,no,telephone,may,tue,8,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,,
29,blue-collar,single,basic.9y,no,no,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,,
35,admin.,married,university.degree,unknown,yes,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,,
37,unemployed,single,university.degree,no,yes,no,cellular,mar,fri,1,999,0,nonexistent,-1.8,92.843,-50,1.64,5099.1,,
50,technician,married,professional.course,no,yes,no,telephone,may,wed,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,,
36,technician,single,professional.course,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,,
30,admin.,single,high.school,no,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,,
38,technician,married,professional.course,no,no,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,,
31,admin.,married,high.school,no,no,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,,
51,technician,married,unknown,no,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,,
32,blue-collar,married,basic.4y,no,yes,no,telephone,may,fri,4,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,,
39,management,married,high.school,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,,
44,admin.,single,university.degree,no,no,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,,
56,retired,married,high.school,unknown,yes,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,,
40,blue-collar,married,high.school,no,no,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,,
35,admin.,married,high.school,unknown,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,,
36,admin.,single,university.degree,no,yes,no,cellular,may,thu,8,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,,
32,services,single,basic.9y,no,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,,
47,admin.,married,university.degree,no,yes,no,telephone,jun,fri,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,,
34,blue-collar,married,professional.course,no,yes,yes,cellular,may,fri,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,,
53,admin.,divorced,university.degree,no,yes,yes,cellular,mar,thu,1,999,1,failure,-1.8,93.369,-34.8,0.654,5008.7,,
36,admin.,married,university.degree,no,yes,no,cellular,jul,tue,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,,
27,unemployed,single,high.school,no,no,no,cellular,aug,wed,1,4,3,success,-2.9,92.201,-31.4,0.879,5076.2,,
24,self-employed,single,professional.course,no,yes,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,,
32,technician,single,university.degree,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,,
33,admin.,married,university.degree,no,yes,no,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,,
45,admin.,single,high.school,unknown,unknown,unknown,cellular,may,tue,12,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,,
41,housemaid,divorced,basic.9y,unknown,no,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,,
38,admin.,married,basic.6y,no,yes,no,telephone,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,,
59,retired,married,unknown,no,yes,yes,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,,
31,self-employed,married,university.degree,no,no,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,,
43,admin.,divorced,high.school,no,yes,no,cellular,apr,thu,2,999,1,failure,-1.8,93.075,-47.1,1.435,5099.1,,
39,services,married,high.school,no,yes,yes,cellular,nov,mon,3,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,,
34,blue-collar,single,basic.9y,no,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,,
36,services,single,unknown,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,,
33,admin.,single,university.degree,no,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,,
45,admin.,married,basic.9y,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,,
47,management,married,high.school,no,yes,no,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,,
26,blue-collar,single,basic.9y,no,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,,
36,blue-collar,married,high.school,unknown,no,no,telephone,may,wed,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,,
47,technician,married,professional.course,no,yes,yes,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,,
44,unknown,married,basic.6y,no,no,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,,
60,management,married,university.degree,no,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,,
33,admin.,married,high.school,no,no,yes,cellular,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,,
36,entrepreneur,married,university.degree,no,no,yes,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,,
41,blue-collar,married,basic.6y,no,unknown,unknown,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,,
38,self-employed,single,university.degree,no,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,,
59,admin.,married,high.school,no,yes,no,cellular,aug,wed,1,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,,
52,admin.,married,university.degree,no,yes,no,cellular,may,tue,2,999,0,nonexistent,-1.8,93.876,-40,0.668,5008.7,,
42,retired,divorced,illiterate,no,no,no,telephone,aug,wed,3,999,0,nonexistent,-2.9,92.201,-31.4,0.834,5076.2,,
43,blue-collar,married,basic.9y,unknown,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,,
27,admin.,single,high.school,no,yes,no,telephone,jun,wed,1,999,1,failure,-1.7,94.055,-39.8,0.739,4991.6,,
54,blue-collar,married,basic.9y,no,yes,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,,
28,technician,single,professional.course,no,yes,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,,
51,self-employed,married,high.school,no,yes,no,cellular,aug,fri,6,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,,
81,retired,married,university.degree,unknown,yes,yes,cellular,oct,tue,2,6,1,success,-3.4,92.431,-26.9,0.728,5017.5,,
31,blue-collar,married,basic.6y,no,yes,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,,
49,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,,
33,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,,
34,admin.,single,high.school,no,yes,no,telephone,jun,thu,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,,
27,blue-collar,single,high.school,no,yes,no,cellular,jul,thu,5,999,2,failure,-1.7,94.215,-40.3,0.846,4991.6,,
49,blue-collar,divorced,unknown,unknown,no,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,,
85,housemaid,divorced,basic.4y,unknown,yes,no,telephone,oct,fri,2,999,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,,
35,admin.,divorced,university.degree,no,yes,no,cellular,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,,
33,entrepreneur,married,basic.6y,no,yes,no,cellular,jul,fri,7,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,,
26,technician,married,professional.course,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,,
35,management,married,university.degree,no,yes,yes,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,,
50,blue-collar,divorced,high.school,unknown,no,yes,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,,
50,self-employed,married,basic.9y,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,,
23,unemployed,single,university.degree,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,,
37,blue-collar,married,professional.course,no,yes,no,cellular,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,,
30,management,divorced,university.degree,no,no,yes,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,,
31,technician,single,university.degree,no,yes,no,cellular,aug,thu,6,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,,
44,retired,single,high.school,no,no,no,cellular,aug,mon,4,999,0,nonexistent,-1.7,94.027,-38.3,0.896,4991.6,,
27,technician,single,unknown,no,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,,
46,entrepreneur,married,university.degree,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,,
46,services,married,high.school,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,,
40,blue-collar,married,unknown,no,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,,
31,blue-collar,married,basic.6y,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,,
31,admin.,single,basic.9y,no,no,no,telephone,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,,
34,technician,divorced,professional.course,no,unknown,unknown,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,,
49,blue-collar,married,basic.6y,no,yes,no,cellular,aug,tue,4,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,,
59,housemaid,married,basic.4y,unknown,yes,yes,cellular,aug,mon,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,,
32,admin.,single,high.school,no,no,yes,cellular,may,fri,15,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,,
30,blue-collar,married,basic.4y,no,no,no,telephone,jun,tue,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,,
60,retired,divorced,basic.4y,no,no,no,cellular,apr,tue,4,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,,
28,blue-collar,single,high.school,no,no,no,cellular,jul,mon,3,999,0,nonexistent,-1.7,94.215,-40.3,0.827,4991.6,,
57,retired,married,basic.4y,unknown,yes,yes,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,,
40,admin.,divorced,high.school,no,yes,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,,
30,technician,single,professional.course,no,yes,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,,
38,management,married,university.degree,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,,
49,blue-collar,divorced,high.school,no,yes,no,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,,
39,admin.,married,high.school,unknown,no,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,,
52,blue-collar,married,high.school,no,no,no,cellular,aug,fri,4,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,,
37,admin.,divorced,basic.9y,no,no,no,telephone,jun,tue,7,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,,
43,self-employed,divorced,university.degree,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,,
33,blue-collar,married,basic.4y,unknown,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,,
36,admin.,single,university.degree,no,no,no,cellular,aug,wed,1,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,,
31,services,divorced,high.school,no,no,no,telephone,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,,
48,blue-collar,married,basic.4y,no,yes,no,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,,
31,admin.,married,university.degree,no,no,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,,
